OMIM	HGNC Approved Gene Symbol	Cytogenetic location
605600	IPO8	12p11.21
605601	PRG2	11q12.1
605602	MYOZ2	4q26-q27
605603	MYOZ1	10q22.1
605604	PAIP2	5q32
605605	NA	NA
605606	NA	NA
605607	CENPH	5p15.2
605608	CLDN14	21q22.3
605609	OXR1	8q23
605610	PNKP	19q13.33
605611	SH3BP4	2q37.1-q37.2
605612	SH3BP5	3p24.3
605613	HIP1R	12q24
605614	GCN1	12q24.23
605615	ARIH2	3p21
605616	SLC6A20	3p21.6
605617	NA	NA
605618	NA	NA
605619	IL20	1q32
605620	IL20RA	6q23.3
605621	IL20RB	3q22.3
605622	PCDH12	5q31.3
605623	MKLN1	7q32
605624	ARIH1	15q24
605625	MYEOV	11q13.3
605626	ERVK-6	7p22
605627	NA	NA
605628	HTATIP2	11p15.1
605629	CIT	12q24.23
605630	PLA2G2D	1p36.12
605631	NAPSA	19q13.33
605632	SLC35A3	1p21
605633	MUC3B	7q22 not on reference assembly
605634	SLC35A1	6q15
605635	NA	NA
605636	MEG3	14q32.2
605637	NA	NA
605638	BIRC6	2p22.3
605639	SIGLEC8	19q13.33-q13.41
605640	SIGLEC9	19q13.3-q13.4
605641	SLC7A6	16q22.1
605642	NA	NA
605643	KLK5	19q13.33
605644	KLK8	19q13
605645	RETNLB	3q13.1
605646	SLC26A4	7q31
605647	FBXO6	1p36.22
605648	FBXO7	22q12.3
605649	FBXO8	4q34.1
605650	POLK	5q13
605651	FBXW11	5q35.1
605652	FBXL2	3p22.3
605653	FBXL3	13q22
605654	FBXL4	6q16.1-q16.3
605655	FBXL5	4p15.33
605656	FBXL7	5p15.1
605657	KDM2A	11q13.1
605658	IL25	14q11.2
605659	CLEC2D	12p13.31
605660	PFDN6	6p21.3
605661	TRIM13	13q14
605662	RAB36	22q11.22
605663	RSPH14	22q11.2
605664	KIF20A	5q31
605665	NA	NA
605666	CYSLTR2	13q14.2
605667	RGL1	1q25.2
605668	BACE2	21q22.3
605669	PBOV1	6q23.3
605670	NA	NA
605671	DMXL1	5q22
605672	NA	NA
605673	BTG4	11q23.1
605674	BTG3	21q21.1
605675	RNF14	5q23.3-q31.1
605676	NA	NA
605677	ACSL5	10q25.2
605678	MLXIPL	7q11.23
605679	IL26	12q15
605680	BAZ1A	14q13.2
605681	BAZ1B	7q11.23
605682	BAZ2A	12q13.3
605683	BAZ2B	2q24.2
605684	TRIM34	11p15
605685	NA	NA
605686	CADM1	11q23.2
605687	IL19	1q32.2
605688	CPNE6	14q11.2
605689	CPNE7	16q24.3
605690	GLTSCR1	19q13.3
605691	NOP53	NA
605692	TRPM7	15q21
605693	RAB30	11q14.1
605694	RAB31	18p11.22
605695	BLOC1S4	4p16.1
605696	KCNG2	18q23
605697	ULBP1	6q25
605698	ULBP2	6q25
605699	ULBP3	6q25
605700	TRIM39	6p22.1
605701	TRIM10	6p21.3
605702	LYVE1	11p15.4
605703	VAPA	18p11.2
605704	VAPB	20q13
605705	SIK1	21q22.3
605706	RIPK4	21q22.3
605707	NA	NA
605708	ARHGEF11	1q21
605709	ARL6IP5	3p14
605710	GFRA3	5q31.1-q31.3
605711	NA	NA
605712	SPTLC1	9q22.31
605713	SPTLC2	14q24.3
605714	NA	NA
605715	CD276	15q23-q24
605716	KCNH5	14q23.1
605717	ICOSLG	21q22.3
605718	MED4	13q14.12
605719	LAT2	7q11.23
605720	KCNK4	11q13
605721	F11R	1q21.2-q21.3
605722	KCNJ16	17q24.3
605723	PDCD1LG2	9p24.2
605724	NA	NA
605725	PRX	19q13.2
605726	NA	NA
605727	NA	NA
605728	NA	NA
605729	AKNA	9q32
605730	SPAG6	10p12.31
605731	SPAG8	9p13.3
605732	TNFRSF21	6p21.1
605733	PRELID1	5q35.3
605734	TMEFF2	2q32.3
605735	NA	NA
605736	UBASH3A	21q22.3
605737	BIRC7	20q13.3
605738	NA	NA
605739	KY	3q22.1
605740	SOST	17q21.31
605741	GPR183	13q32.3
605742	TUBA8	22q11
605743	HHAT	1q32
605744	EXTL3	8p22-p12
605745	CYBRD1	2q31
605746	NA	NA
605747	LDLRAP1	1p36.11
605748	BCO1	16q23.2
605749	NA	NA
605750	NA	NA
605751	NA	NA
605752	HID1	17q25.1
605753	SPINK2	4q12
605754	PIGQ	16p13.3
605755	DCDC2	6p22.1
605756	NA	NA
605757	PELO	5q11.2
605758	ASB1	2q37
605759	ASB2	14q32.12
605760	ASB3	2p16.2
605761	ASB4	7q21-q22
605762	MOK	14q32
605763	SLC45A1	1p36.23
605764	TDP2	6p22.3-p22.1
605765	DLEU1	13q14.3
605766	DLEU2	13q14
605767	PAG1	8q21.13
605768	DAPP1	4q23
605769	TRIM33	1p13.1
605770	ILVBL	19p13.1
605771	COX7A2L	2p21
605772	EBAG9	8q23
605773	LTB4R2	14q12
605774	KLHL2	4q21.2
605775	KLHL3	5q31
605776	FGL1	8p22
605777	SMPD3	16q22.1
605778	NIF3L1	2q33
605779	NA	NA
605780	PRDM4	12q23.3
605781	RHOD	11q14.3
605782	EIF5A2	3q26.2
605783	BCAS2	1p13.2
605784	TTYH1	19q13.4
605785	TUBG2	17q21.2
605786	RBMS3	3p24-p23
605787	ANKRA2	5q12-q13
605788	MAPRE3	2p23.3-p23.1
605789	MAPRE2	18q12.1
605790	STK31	7p15.3
605791	TEX12	11q23.1
605792	TEX14	17q22
605793	RNF17	13q12.13
605794	MOV10L1	22q13.33
605795	TEX15	8p22
605796	TDRD1	10q26.11
605797	ASZ1	7q31.2
605798	NPDC1	9q34.3
605799	AMN	14q32.32
605800	HNRNPUL1	19q13.2
605801	RALBP1	18p11.22
605802	ZEB2	2q22.3
605803	NA	NA
605804	NA	NA
605805	NA	NA
605806	CDH7	18q22.1
605807	CDH20	18q21.33
605808	NA	NA
605809	NA	NA
605810	MRPS22	3q23
605811	NXT1	20p12-p11.2
605812	DDX19B	16q22.3
605813	NUTF2	16q22.1
605814	NA	NA
605815	NUP62	19q13.33
605816	EBI3	19p13
605817	RIPK3	14q12
605818	NA	NA
605819	PES1	22q12.1
605820	NA	NA
605821	AHSP	16p11.1
605822	NA	NA
605823	POPDC2	3q13.33
605824	POPDC3	6q21
605825	HEBP2	6q24
605826	HEBP1	12p13.2
605827	NA	NA
605828	TMC6	17q25.3
605829	TMC8	17q25.3
605830	FGFRL1	4p16
605831	FGF22	19p13.3
605832	ACSS2	20q11.22
605833	NA	NA
605834	TMOD4	1q12
605835	TMEM2	9q21.13
605836	UNC13B	9p13.3
605837	HERC2	15q13
605838	NA	NA
605839	NA	NA
605840	RNF111	15q21
605841	NA	NA
605842	TBL2	7q11.23
605843	PECR	2q35
605844	NA	NA
605845	NA	NA
605846	BCL7B	7q11.23
605847	BCL7C	16p11
605848	CASP14	19p13.1
605849	DMGDH	5q14.1
605850	NA	NA
605851	ICMT	1p36
605852	CLASP1	2q14.2-q14.3
605853	CLASP2	3p24.3
605854	BBC3	19q13.32
605855	ATP10A	15q12
605856	NA	NA
605857	RHOQ	2p21
605858	SCRT1	8q24.3
605859	ZBTB32	19q13.1
605860	RCAN3	1p36.11
605861	CNPY2	12q13.3
605862	TMEM5	12q14.1
605863	B3GNT3	19p13.1
605864	B3GNT4	12q24
605865	TAS1R3	1p36
605866	ATP8B3	19p13.3
605867	ATP8B2	1q21.3
605868	ATP11A	13q34
605869	ATP11B	3q27
605870	ATP8A2	13q12
605871	NA	NA
605872	CLEC4M	19p13
605873	KCNK10	14q31
605874	KCNK9	8q24.3
605875	WASF2	1p36.11
605876	FCRL4	1q21
605877	FCRL5	1q21
605878	ZBTB7A	19p13.3
605879	KCNN2	5q22.3
605880	KAT6B	10q22.2
605881	SLC35C1	11p11.2
605882	BRIP1	17q23.2
605883	LAMP3	3q26.3-q27
605884	DNAH10	12q24
605885	SEMA6A	5q23.1
605886	CR1L	1q32.1
605887	NA	NA
605888	EHD1	11q13
605889	PDLIM3	4q35
605890	EHD2	19q13.3
605891	EHD3	2p21
605892	EHD4	15q11.1
605893	CDIPT	16p11.2
605894	EID1	15q21.1
605895	EIF4E2	2q37.1
605896	ECEL1	2q37.1
605897	UGGT1	2q14.3
605898	UGGT2	13q32.1
605899	NA	NA
605900	PDLIM1	10q23.1
605901	UCN3	10p15.1
605902	UCN2	3p21.3
605903	PDLIM7	5q35.3
605904	PDLIM5	4q22
605905	DCUN1D1	3q26.3
605906	LDB3	10q22.3-q23.2
605907	ALG1	16p13.3
605908	MLC1	22q13.33
605909	NA	NA
605910	ANGPTL4	19p13.3
605911	NA	NA
605912	MEPE	4q21.1
605913	NA	NA
605914	TNFRSF12A	16p13.3
605915	TBL3	16p13.3
605916	SPTBN5	15q21
605917	TPX2	20q11.2
605918	SPON2	4p16.3
605919	NA	NA
605920	STAU2	8q21.11
605921	STIM1	11p15.5
605922	IMPA2	18p11.2
605923	SOX8	16p13.3
605924	WDR4	21q22.3
605925	PCNT	21q22.3
605926	PICK1	22q13.1
605927	MTBP	8q24.1-q24.2
605928	ARFIP1	4q31.3
605929	SNX2	5q23.2
605930	SNX3	6q21
605931	SNX4	3q21.2
605932	BHMT2	5q13
605933	DCSTAMP	8q22.3
605934	NA	NA
605935	NA	NA
605936	BIN2	12q13.13
605937	SNX5	20p11
605938	PIGP	21q22.2
605939	PLCD4	2q35
605940	BASP1	5p15.1
605941	SART1	11q13.1
605942	DSE	6q22
605943	GDE1	16p12-p11.2
605944	NA	NA
605945	NA	NA
605946	NA	NA
605947	PIGL	17p11.2
605948	GPRC5B	16p12
605949	GPRC5C	17q25
605950	RAB33B	4q28
605951	DPM3	1q22
605952	SNX9	6q25.3
605953	ASAP1	8q24.1-q24.2
605954	FETUB	3q27.3
605955	NKX6-2	10q26.3
605956	NOD2	16q12
605957	NA	NA
605958	TRAIP	3p21.31
605959		NA
605960	EXOSC10	1p36.22
605961	PLRG1	4q31.2-q32.1
605962	RABEPK	9q33.1-q33.3
605963	SNX17	2p23.3
605964	SNX15	11q12
605965	RIN1	11q13.2
605966	HNF4G	8q21-q22
605967	NA	NA
605968	RFPL1	22q12
605969	RFPL2	22q12.3
605970	RFPL3	22q12
605971	RFPL3S	22q12
605972	RFPL1S	22q12
605973	DCAF7	17q23.3
605974	SLU7	5q33.3
605975	SRRM1	1p36
605976	ZBTB6	9q33.1-q33.3
605977	IMMP2L	7q31
605978	VPS13A	9q21
605979	SNAPC5	15q22
605980	NOD1	7p14.3
605981	UBR1	15q13
605982	NA	NA
605983	PPP2R1A	19q13
605984	EED	11q14.2-q22.3
605985	NA	NA
605986	STRAP	12p13.1
605987	PIAS3	1q21
605988	DCLRE1C	10p13
605989	PIAS4	19p13.3
605990	NA	NA
605991	NGEF	2q37
605992	LHX5	12q24.13
605993	PDP1	8q22.1
605994	CYP39A1	6p12.3
605995	KIF1B	1p36.22
605996	DXO	6p21.3
605997	PPP2R2C	4p16.1
605998	HAX1	1q21.3
605999	CLEC10A	17p13.2
606000	BTNL2	6p21.3
606001	IL32	16p13.3
606002	NA	NA
606003	NA	NA
606004	GGA1	22q13.31
606005	GGA2	16p12
606006	GGA3	17q25
606007	POLR3K	16p13.3
606008	NKG7	19q13.41
606009	DUX4	4q35.2
606010	NRBP1	2p23
606011	VSIG2	11q24
606012	NA	NA
606013	FBXO5	6q25-q26
606014	ALX3	1p13.3
606015	FCMR	1q32.1
606016	KEAP1	19p13.2
606017	POLR2D	2q21
606018	EDIL3	5q14
606019	EXOSC8	13q13.1
606020	OIP5	15q14
606021	PRAME	22q11.22
606022	NUDT9	4q22.1
606023	POLR2H	3q28
606024	NA	NA
606025	ZBTB20	3q13.2
606026	NELFA	4p16.3
606027	CPSF1	8q24
606028	CPSF2	14q31.1
606029	CPSF3	2p25.1
606030	EDC4	16q22.1
606031	WDR6	3p21.31
606032	SRRM2	16p13.3
606033	POLR2K	8q22
606034	RNASEH2A	19p13.13
606035	NA	NA
606036	ARNT2	15q25.1
606037	CD96	3p13-q13.2
606038	LY6G6D	6p21.3
606039	HCAR3	12q24.31
606040	WRAP73	1p36.3
606041	SPARCL1	4q22-q25
606042	MYNN	3q26.31
606043	ZNF331	19q13
606044	SSSCA1	11q13.1
606045	IFT122	3q21
606046	STX18	4p16.3-p16.2
606047	LILRA5	19q13.4
606048	MBOAT7	19q13.4
606049	NA	NA
606050	UBD	6p21.3
606051	SERGEF	11p14.3
606052	NA	NA
606053	NA	NA
606054	NA	NA
606055	PCTP	17q22
606056	NA	NA
606057	RAPGEF3	12q13.1
606058	RAPGEF4	2q31-q32
606059	PKIA	8q21.13
606060	DNAJC12	10q21.3
606061	TBX20	7p14.3
606062	SMC3	10q25
606063	EXO1	1q43
606064	CD248	11q13
606065	ACKR4	3q22
606066	LHX9	1q31.1
606067	OTOR	20p12.1-p11.23
606068	NA	NA
606069	NA	NA
606070	NA	NA
606071	NA	NA
606072	NA	NA
606073	NDOR1	9q34.3
606074	GBGT1	9q34.13-q34.3
606075	TWNK	NA
606076	PIK3R3	1p34.1
606077	RBM15	1p13
606078	MKL1	22q13
606079	CD163L1	12p13.31
606080	CHIA	1p13.2
606081	TOMM70	3q12.2
606082	NA	NA
606083	PBRM1	3p21
606084	CDC42EP1	22q13.1
606085	TES	7q31.2
606086	EIF5B	2q11.2
606087	SYNM	15q26.3
606088	PLA2G4B	15q11.2-q21.3
606089	BCYRN1	2p16
606090	CROT	7q21.1
606091	SIGLEC10	19q13.3
606092	DNAJC14	12q12
606093	PPIG	2q31.1
606094	SIGLEC12	19q13.41
606095	PPIH	1p34.1
606096	LGALS12	11q13
606097	PIGN	18q21.33
606098	SNX6	14q13
606099	LGALS8	1q43
606100	ADGRE2	19p13.12
606101	ADGRE3	19p13.12
606102	PIP5K1C	19p13.3
606103	SESN1	6q21
606104	NA	NA
606105	SLC44A1	9q31.2
606106	SLC44A2	19p13.2
606107	SLC44A4	6p21.3
606108	PPM1A	14q23.1
606109	NUDCD1	8q23
606110	LYNX1	8q24.3
606111	MCHR2	6q16
606112	RPP14	3p21.2
606113	POP7	7q22
606114	POP4	19q12
606115	RPP30	10q23.32-q23.33
606116	RPP38	10p13
606117	RPP40	6p25.1
606118	HPS3	3q24
606119	SLURP1	8q24.3
606120	NA	NA
606121	CRCP	7q11.1
606122	TNFRSF19	13q12.11-q12.3
606123	TRIM17	1q42
606124	TRIM49	11p11.12-q12
606125	TRIM8	10q24.3
606126	BCL2L14	12p13-p12
606127	MYOCD	17p11.2
606128	NA	NA
606129	NA	NA
606130	RNF26	11q23
606131	TRIM63	1p34-p33
606132	CDC42EP2	11q13
606133	CDC42EP3	2p21
606134	REV1	2q11.1-q11.2
606135	KLK14	19q13.3-q13.4
606136	RASAL2	1q25
606137	CGREF1	2p23.3
606138	CGRRF1	14q22.2
606139	KLF16	19p13.3
606140	XPO7	8p21
606141	RANBP17	5q34
606142	SLC2A9	4p16.1
606143	FZD3	8p21
606144	RAB23	6p12.1
606145	SLC2A10	20q13.12
606146	FZD8	10p11.2
606147	FZD10	12q24.33
606148	FADS1	11q12-q13.1
606149	FADS2	11q12.2
606150	FADS3	11q12-q13.1
606151	BBS2	16q21
606152	SLC19A3	2q37
606153	ATP5E	20q13.3
606154	MUC16	19p13.2
606155	NA	NA
606156	NA	NA
606157	PANK2	20p13
606158	BSCL2	11q13
606159	NA	NA
606160	PANK1	10q23.31
606161	PANK3	5q35.1
606162	PANK4	1p36.32
606163	NA	NA
606164	NA	NA
606165	BOLL	2q33
606166	NA	NA
606167	GPR132	14q32.3
606168	DDX20	1p21.1-p13.2
606169	NA	NA
606170	NA	NA
606171	TRS-TGA2-1	6p22.1
606172	TRS-TGA4-1	6p22.1
606173	GRPEL1	4p16
606174	NA	NA
606175	NA	NA
606176	NA	NA
606177	NA	NA
606178	HHIP	4q31.21-q31.3
606179	NA	NA
606180	EXOSC9	4q27
606181	DDX24	14q32
606182	TNFSF9	19p13.3
606183	NA	NA
606184	ADAMTS12	5q35
606185	TP53INP1	8q22
606186	CACYBP	1q24-q25
606187	NA	NA
606188	ADAM28	8p21.2
606189	CRIM1	2p21
606190	NA	NA
606191	FNBP1	9q34
606192	BTNL3	5q35
606193	SLC13A1	7q31.32
606194	KRT23	17q21.2
606195	IRX5	16q12.2
606196	IRX6	16q12.2
606197	IRX1	5p15.33
606198	IRX2	5p15.33
606199	IRX4	5p15.33
606200	BHLHE41	12p12.1
606201	WFS1	4p16.1
606202	SLC45A2	5p13.3
606203	GAB2	11q14.1
606204	LY6D	8q24
606205	SLC6A7	5q32
606206	MT4	16q13
606207	SLC28A1	15q25.3
606208	SLC28A2	15q15
606209	YKT6	7p13
606210	SELENON	NA
606211	SIRT6	19p13.3
606212	SIRT7	17q25.3
606213	SSR3	3q25.31
606214	SPTBN4	19q13.13
606215	NA	NA
606216	MSRB1	16p13.3
606217	NA	NA
606218	SEPHS2	16p11.2
606219	TRAP1	16p13.3
606220	NA	NA
606221	IKZF3	17q11.2
606222	IGSF6	16p12.2
606223	PSMD2	3q27.3
606224	NT5C3A	7p14.3
606225	TAS1R1	1p36.31
606226	TAS1R2	1p36.13
606227	MFRP	11q23.3
606228	AGO1	1p34.3
606229	AGO2	8q24.3
606230	SHANK3	22q13.3
606231	APPL2	12q23.3
606232	NA	NA
606233	PROK1	1p21
606234	IKZF2	2q13.1
606235	TXNRD3	3p13-q13.33
606236	ASPSCR1	17q25
606237	TGFBRAP1	2q12.1
606238	IKZF5	10q26
606239	IKZF4	12q13
606240	NA	NA
606241	DICER1	14q32.13
606242	NA	NA
606243	NA	NA
606244	STAM2	2q23.3
606245	SUZ12	17q21
606246	JAZF1	7p15.2-p15.1
606247	STAMBP	2p24.3-p24.1
606248	QPRT	16p11.2
606249	WNK2	9q22.3
606250	GALNT8	12p13.32
606251	GALNT9	12q24.33
606252	TIRAP	11q24.2
606253	NA	NA
606254	SELENOF	NA
606255	NA	NA
606256	NA	NA
606257	NA	NA
606258	NA	NA
606259	BRMS1	11q13.2
606260	MTMR9	8p23-p22
606261	NUDT6	4q26
606262	NA	NA
606263	NA	NA
606264	CLEC7A	12p13.2-p12.3
606265	EP400	12q24.33
606266	BMF	15q14
606267	WNT16	7q31
606268	WNT10A	2q35
606269	TNFRSF13C	22q13.1-q13.3
606270	TLR10	4p14
606271	DISC2	1q42.1
606272	CTNS	17p13
606273	EIF2B3	1p34.1
606274	CSNK1G1	15q22.1-q22.31
606275	NA	NA
606276	CRTAC1	10q22
606277	TOLLIP	11p
606278	FBXW7	4q31.23
606279	ABI3BP	3q12.2
606280	NCAPG	4p15.32
606281	RAB38	11q14
606282	NA	NA
606283	SORCS1	10q23-q25
606284	SORCS2	4p16.1
606285	SORCS3	10q23-q25
606286	DDX43	6q13
606287	NA	NA
606288	PCDHGA1	5q31
606289	PCDHGA2	5q31
606290	PCDHGA3	5q31
606291	PCDHGA4	5q31
606292	PCDHGA5	5q31
606293	PCDHGA6	5q31
606294	PCDHGA7	5q31
606295	PCDHGA8	5q31
606296	PCDHGA9	5q31
606297	PCDHGA10	5q31
606298	PCDHGA11	5q31
606299	PCDHGB1	5q31
606300	PCDHGB2	5q31
606301	PCDHGB3	5q31
606302	PCDHGB5	5q31
606303	PCDHGB6	5q31
606304	PCDHGB7	5q31
606305	PCDHGC4	5q31
606306	PCDHGC5	5q31
606307	PCDHA1	5q31
606308	PCDHA2	5q31
606309	PCDHA3	5q31
606310	PCDHA4	5q31
606311	PCDHA5	5q31
606312	PCDHA6	5q31
606313	PCDHA7	5q31
606314	PCDHA8	5q31
606315	PCDHA9	5q31
606316	PCDHA10	5q31
606317	PCDHA11	5q31
606318	PCDHA12	5q31
606319	PCDHA13	5q31
606320	PCDHAC1	5q31
606321	PCDHAC2	5q31
606322	CYFIP1	15q11.2
606323	CYFIP2	5q33.3
606324	NA	NA
606325	NA	NA
606326	SIX6	14q23.1
606327	PCDHB1	5q31
606328	PCDHB2	5q31
606329	PCDHB3	5q31
606330	PCDHB4	5q31
606331	PCDHB5	5q31
606332	PCDHB6	5q31
606333	PCDHB7	5q31
606334	PCDHB8	5q31
606335	PCDHB9	5q31
606336	PCDHB10	5q31.3
606337	PCDHB11	5q31
606338	PCDHB12	5q31
606339	PCDHB13	5q31
606340	PCDHB14	5q31
606341	PCDHB15	5q31
606342	SIX4	14q23.1
606343	POLL	10q23
606344	POLM	7p13
606345	PCDHB16	5q31
606346	NA	NA
606347	PSTPIP1	15q24.3
606348	NA	NA
606349	NA	NA
606350	APTX	9p13.3
606351	ESPN	1p36.31
606352	ALS2	2q33.1
606353	NA	NA
606354	NA	NA
606355	DDX18	2q21.2
606356	TMEM123	11q22.1
606357	DDX21	10q21
606358	AGR2	7p21.3
606359	WNT3A	1q42
606360	WNT8A	5q31
606361	WNT5B	12p13.3
606362	ACPT	19q13.33
606363	ABI3	17q21.3
606364	NA	NA
606365	GLS2	12q13
606366	RHOU	1q42.11-q42.3
606367	NA	NA
606368	APOA5	11q23
606369	NA	NA
606370	TPK1	7q34-q35
606371	ATF7	12q13.13
606372	CHRNA10	11p15.5
606373	FMN2	1q43
606374	B3GAT3	11q12
606375	NA	NA
606376	CHST10	2q11.2
606377	DHDH	19q13.3
606378	ST6GALNAC4	9q34
606379	GPR87	3q24
606380	P2RY13	3q24
606381	SUCNR1	3q25.1
606382	MAGI2	7q21
606383	GPR84	12q13.13
606384	NEDD4L	18q21.31
606385	OLIG1	21q22.11
606386	OLIG2	21q22.11
606387	TOP1MT	8q24.3
606388	THEM4	1q21.3
606389	CATSPER1	11q12.1
606390	NA	NA
606391	NA	NA
606392	NA	NA
606393	ADAMDEC1	8p12
606394	NA	NA
606395	PREB	2p23
606396	BIN3	8p21.2
606397	CLRN1	3q25.1
606398	ATF5	19q13.33
606399	CACNA2D3	3p21.1
606400	CAPN7	3p24
606401	CAPN9	1q42.11-q42.3
606402	GKN1	2p13.3
606403	CACNG3	16p12.1
606404	CACNG4	17q24
606405	CACNG5	17q24
606406	NPIPA1	16p13.11
606407	NA	NA
606408	NA	NA
606409	ITCH	20q11.22
606410	ANTXR1	2p13.1
606411	SLC13A3	20q13.12
606412	BSND	1p32.3
606413	INSL5	1p31.3
606414	INSL6	9p24
606415	NA	NA
606416	NLRP3	1q44
606417	WDR11	10q26
606418	DHCR24	1p32.3
606419	PRPF31	19q13.4
606420	ELMO1	7p14.1
606421	ELMO2	20q13
606422	ELMO3	16q22.1
606423	DIRC1	2q33
606424	EGLN2	19q13.2
606425	EGLN1	1q42.1
606426	EGLN3	14q12
606427	ZNF320	19q13.41
606428	UGT1A3	2q37
606429	UGT1A4	2q37.1
606430	UGT1A5	2q37
606431	UGT1A6	2q37
606432	UGT1A7	2q37
606433	UGT1A8	2q37.1
606434	UGT1A9	2q37
606435	UGT1A10	2q37
606436	SYT12	11q13.2
606437	NA	NA
606438	NA	NA
606439	ATL1	14q21.3
606440	STRC	15q15.3
606441	HTRA2	2p13.1
606442	ABI2	2q33
606443	CREB3	9p13.3
606444	CREBZF	11q14.1
606445	NA	NA
606446	SLAMF6	1q23.1
606447	RNPS1	16p13.3
606448	TXNRD2	22q11.21
606449	PTP4A3	8q24.3
606450	NET1	10p15
606451	NA	NA
606452	ZMAT3	3q26.32
606453	LRBA	4q13
606454	EIF2B2	14q24.3
606455	PPP1R13B	14q32.33
606456	NPM3	10q24.31
606457	IBTK	6q14.3
606458	CSRNP1	3p22
606459	OGFR	20q13.3
606460	NA	NA
606461	TGS1	8q11
606462	RAD21	8q24.11
606463	GBA	1q22
606464	HAMP	19q13.1
606465	KLF15	3q21.3
606466	PRAM1	19p13.2
606467	ALDH8A1	6q24.1-q25.1
606468	GAR1	4q25
606469	TRIM55	8q13.1
606470	NHP2	5q35.3
606471	NOP10	15q14-q15
606472	SS18L1	20q13.3
606473	SS18L2	3p21
606474	TRIM54	2p23.3
606475	CD320	19p13.2
606476	ITPKC	19q13.1
606477	SRR	17p13
606478	POT1	7q31.33
606479	NLGN2	17p13.2
606480	ZMPSTE24	1p34
606481	INPP5J	22q12.2
606482	NA	NA
606483	NA	NA
606484	MTPN	7q33-q35
606485	POLR2M	15q21.3
606486	CHMP1B	18p11.21
606487	HRASLS	3q29
606488	EXOSC7	3p21.32
606489	EXOSC3	9p11
606490	EXOSC6	16q22.1
606491	EXOSC4	8q24.3
606492	EXOSC5	19q13.1
606493	EXOSC1	10q24
606494	ST3GAL3	1p34.1
606495	MARK4	19q13.32
606496	IL17F	6p12
606497	UGT2B28	4q13.3
606498	MS4A3	11q12.1
606499	MS4A5	11q12
606500	SCGB3A1	5q35.3
606501	MTMR12	5p15.33
606502	MS4A7	11q12
606503	SUV39H2	10p13
606504	CASC3	17q21.1
606505	PINX1	8p23
606506	NA	NA
606507	NA	NA
606508	FCRL1	1q21-q22
606509	FCRL2	1q23.1
606510	FCRL3	1q21-q22
606511	MARK1	1q41
606512	PACSIN1	6p21.3
606513	PACSIN3	11p11.2
606514	CYTH4	22q12.3-q13.1
606515	RN7SK	6p12.2
606516	MBNL1	3q25
606517	AHRR	5p15.33
606518	HAVCR1	5q33.2
606519	NA	NA
606520	MPIG6B	NA
606521	SLC25A19	17q25.1
606522	GDF3	12p13.1
606523	SRGAP1	12q13.13
606524	SRGAP2	1q32.1
606525	SRGAP3	3p25.3
606526	MLPH	2q37.2
606527	NA	NA
606528	NA	NA
606529	NA	NA
606530	CYP27A1	2q35
606531	SCGB3A2	5q32
606532	HUNK	21q22.1
606533	CLIC3	9q34.3
606534	CYP3A43	7q21.1
606535	MYCBP	1p33-p32.2
606536	CLIC4	1p
606537	MYO1B	2q12-q34
606538	MYO1C	17p13.3
606539	MYO1D	17q11.2
606540	MYO5B	18q
606541	MYO7B	2q21.1
606542	HDAC7	12q13.1
606543	HDAC9	7p21.1
606544	GFM2	5q13
606545	NA	NA
606546	HYMAI	6q24.2
606547	MS4A4A	11q12
606548	MS4A6A	11q12.1
606549	MS4A8	11q12
606550	MS4A12	11q12
606551	LZTS1	8p22
606552	NA	NA
606553	SLC9A3R2	16p13.3
606554	NA	NA
606555	TRIM9	14q21.3
606556	TRIM14	9q31.1
606557	BCL11A	2p16.1
606558	BCL11B	14q32
606559	TRIM22	11p15
606560	SPAG11B	8p23.1
606561	SLC36A1	5q33.1
606562	TM6SF1	15q24-q26
606563	TM6SF2	19p13.11
606564	PMEPA1	20q13.31-q13.33
606565	TMPRSS4	11q23.3
606566	MYLK2	20q13.31
606567	TM4SF4	3q25
606568	LZTFL1	3p21.3
606569	SACM1L	3p21.3
606570	SFRP4	7p14.1
606571	LDLRAD4	18p11.21
606572	NOX5	15q22.31
606573	FRK	6q21-q22.3
606574	NA	NA
606575	MPP4	2q33.2
606576	TAF3	10p15.1
606577	SLA2	20q11.23
606578	AQP10	1q21.3
606579	NA	NA
606580	OPA3	19q13.32
606581	NA	NA
606582	DLL1	6q27
606583	PRDX5	11q13
606584	PTPN23	3p21.3
606585	ENAM	4q13.3
606586	RAI14	5p13.3-p13.2
606587	PTPN18	2q21
606588	DNMT3L	21q22.3
606589	SNX13	7p21.1
606590	NPLOC4	17q25.3
606591	MUS81	11q13
606592	VNN3	6q23.2
606593	NA	NA
606594	SETD7	4q31.1
606595	NA	NA
606596	FKRP	19q13.32
606597	PAX3	2q36.1
606598	GDAP1	8q13.3
606599	TXNIP	1q11
606600	RASGRF1	15q24
606601	ERVE-1	17q11.2
606602	BAALC	8q22.3
606603	EDARADD	1q42.3
606604	FBXO32	8q24.13
606605	ATRIP	3p21.31
606606	NA	NA
606607	PSMA7	20q13.33
606608	YAP1	11q13
606609	TREX1	3p21.31
606610	NSFL1C	20p13
606611	DEFB103B	8p23.1
606612	NA	NA
606613	NA	NA
606614	RASGRF2	5q13
606615	HIF1AN	10q24
606616	NA	NA
606617	NA	NA
606618	DUSP14	17q12
606619	GBA3	4p15.2
